"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",353.954284293,
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",364.027255506,
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",374.292812339,
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",384.734917643,
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",395.448915872,
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",406.332423419,
"KAZ","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",417.341193293,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1990",0.0001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1991",0.0001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1992",0.0001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1993",2792.127422365,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1994",2513.640091978,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1995",2377.733654775,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1996",2216.052114688,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1997",2240.444413715,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1998",2217.0001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","1999",2018.4001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2000",1781.5811,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2001",1896.0001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2002",2226.8001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2003",2109.1001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2004",2171.1001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2005",2381.9601,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2006",2574.4001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2007",2822.8301,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2008",3317.7001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2009",3196.7381,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2010",3259.4521,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2011",3406.5771,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2012",3371.19843861,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2013",3559.040446909,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2014",3344.754216041,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2015",3394.4001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2016",3779.0133,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2017",3861.0001,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2018",3897.167757288,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2019",3907.598393219,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2020",3989.344890864,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2021",4061.182349871,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2022",4115.05325808,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2023",4128.058261963,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2024",4136.869970275,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2025",4153.119575291,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2026",4147.9808462,
"RUS","MEATCONSUMP","PIG","THND_TONNE","A","2027",4172.519899246,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",414.600106104,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",414.312081201,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",440.303109033,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",459.04709707,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",477.271096094,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",501.300087793,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",427.022072656,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",475.715096338,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",497.289101465,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",604.874123438,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",658.601113184,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",609.917092188,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",690.762123926,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",861.384133203,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",864.414101465,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",906.463112695,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",892.016091211,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",1030.794045313,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",1021.587136133,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",1192.972145898,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",1314.7891625,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",1385.395119531,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",1426.17600332,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",1399.105202539,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",1493.65622793,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",1577.862160547,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",1586.103127344,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",1621.100197656,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",1650.351252528,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",1679.680351804,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",1709.12139653,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",1738.109014442,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",1766.787216363,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",1795.753860543,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",1824.899298174,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",1854.277350377,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",1883.629331152,
"TUR","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",1912.764573947,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1990",2071.812957143,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1991",2082.681528571,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1992",2089.851528571,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1993",2079.114385714,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1994",2097.023814286,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1995",2110.845814286,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1996",2220.732957143,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1997",2064.940814286,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1998",2051.120385714,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","1999",2099.958957143,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2000",2179.850242857,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2001",2236.454051429,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2002",2350.443571429,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2003",2316.987671429,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2004",2474.044671429,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2005",2459.773385714,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2006",2304.2431,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2007",2349.3671,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2008",2390.896385714,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2009",2333.5971,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2010",2364.554528571,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2011",2404.853956714,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2012",2389.875956857,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2013",2383.580385714,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2014",2411.882814286,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2015",2454.666957143,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2016",2518.737242857,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2017",2527.486814286,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2018",2526.493532794,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2019",2520.22162556,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2020",2516.98324629,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2021",2513.329265017,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2022",2498.825530778,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2023",2483.962881599,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2024",2468.625293336,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2025",2452.575290117,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2026",2439.698327632,
"JPN","MEATCONSUMP","PIG","THND_TONNE","A","2027",2426.262617322,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1990",114.398100777,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1991",115.839098886,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1992",117.003097398,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1993",122.806096746,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1994",120.300102202,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1995",129.149104161,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1996",103.502098276,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1997",106.761101706,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1998",108.742096955,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","1999",114.288100147,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2000",118.510102915,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2001",113.733096807,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2002",110.848096111,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2003",100.605104633,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2004",108.379103929,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2005",110.097102543,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2006",117.933100058,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",114.538102767,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",116.62210322,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",116.817100676,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",117.664100513,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",118.276102158,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",120.769098109,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",124.657101208,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",126.110912432,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",123.447100434,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",124.3891013,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",126.000099931,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",126.5181844,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",127.4330422,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",128.3152396,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",129.164152,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",129.9789826,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",130.759738,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",131.5065994,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",132.2197432,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",132.8990974,
"BRA","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",133.544617,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",272.038094385,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",304.302071436,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",317.520089014,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",330.373116357,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",358.600106104,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",406.919106348,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",422.741127832,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",541.299111231,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",534.598122461,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",590.061074121,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",609.573098047,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",633.958107813,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",643.7501,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",665.563088281,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",667.361122949,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",664.29508291,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",729.213112695,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",823.368080957,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",758.126076563,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",836.273110254,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",883.111122949,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",934.419106348,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",1091.063088281,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",1119.339089258,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",1231.485085352,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",1221.138039453,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",1244.132058008,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",1263.5001,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",1300.999954321,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",1339.939296167,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",1380.42624425,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",1422.275153269,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",1465.28869856,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",1509.334880202,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",1554.265512617,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",1600.610564943,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",1648.296641699,
"EGY","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",1697.468167483,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1990",1062.5001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1991",1111.6001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1992",1148.8001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1993",1207.3001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1994",1268.0001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1995",1404.1001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1996",1545.3001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1997",1447.0001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1998",1558.4001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","1999",1585.7001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2000",2394.4001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2001",2473.0001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2002",2398.0001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2003",2209.7001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2004",2113.7001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2005",2087.0001,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2006",2425.771508,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2007",2403.024542,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2008",2498.3552,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2009",2580.735372,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2010",2690.408072,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2011",2874.147383,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2012",2911.141766,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2013",2904.67941907,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2014",3135.9321,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2015",3192.838036418,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2016",3015.012819675,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2017",3054.241514453,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2018",3205.000893411,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2019",3312.636314938,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2020",3392.55421413,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2021",3466.478162856,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2022",3552.708807292,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2023",3666.236278254,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2024",3713.957950887,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2025",3741.341059212,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2026",3797.256271032,
"BRA","MEATCONSUMP","PIG","THND_TONNE","A","2027",3830.912130398,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1990",180.365433362,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1991",179.984725301,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1992",176.205638898,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1993",172.811592792,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1994",157.084882775,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1995",156.897147518,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1996",151.265489856,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1997",150.775967094,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1998",163.104765727,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","1999",162.406540818,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2000",160.538337182,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2001",166.772387827,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2002",172.787988633,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2003",166.534680616,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2004",168.999317395,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2005",161.36637315,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2006",161.47338086,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",174.677368645,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",155.465894559,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",153.590741471,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",143.760929531,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",133.757845099,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",135.83938296,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",139.115766192,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",150.421115867,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",154.93167551,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",155.791234073,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",156.289071804,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",157.349882344,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",155.581934297,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",156.220081124,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",158.294234599,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",159.555533194,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",159.078648459,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",159.465724447,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",159.810578578,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",159.992533693,
"USA","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",160.454074562,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1990",381.679085596,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1991",372.965096338,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1992",337.770119531,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1993",334.276100977,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1994",311.0910729,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1995",309.37711416,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1996",323.286110742,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1997",384.984108789,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1998",363.564095361,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","1999",354.702126367,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2000",358.45511709,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2001",331.364083154,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2002",328.865090234,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2003",301.031075342,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2004",375.915139063,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2005",327.208107813,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2006",346.097115381,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2007",431.934090479,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2008",374.957100732,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2009",322.082070215,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2010",613.461098535,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2011",632.706093652,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2012",779.542092188,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2013",846.353127344,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2014",867.28904043,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2015",1023.940041406,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2016",1101.645119531,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2017",1194.0001,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2018",1228.777651915,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2019",1264.109246101,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2020",1297.43783524,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2021",1331.409638361,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2022",1364.792828274,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2023",1399.124832803,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2024",1433.440166483,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2025",1467.918904019,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2026",1502.223421636,
"TUR","MEATCONSUMP","BEEF","THND_TONNE","A","2027",1537.977376845,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1990",7271.305812549,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1991",7438.692482361,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1992",7927.068256871,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1993",7901.169462521,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1994",8087.108082328,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1995",8059.438914852,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1996",7618.093013972,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1997",7629.886429617,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1998",8304.832678857,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","1999",8597.400105443,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2000",8456.332710609,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2001",8387.840181284,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2002",8684.943536964,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2003",8815.578294882,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2004",8816.304043537,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2005",8669.974970953,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2006",8640.945024749,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2007",8966.171140814,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2008",8814.217516153,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2009",8998.3801,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2010",8656.820776579,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2011",8332.955439242,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2012",8408.705455118,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2013",8684.036351145,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2014",8650.016882938,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2015",9341.292476918,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2016",9476.463163929,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2017",9617.530558764,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2018",10033.950385572,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2019",10210.757623383,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2020",10270.769183373,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2021",10320.633273668,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2022",10385.62326997,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2023",10451.271137476,
"USA","MEATCONSUMP","PIG","THND_TONNE","A","2024",10548.068125439,
